Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident
Clear,Highway,Night,1.0,100.0,4.0,0.0,None,Dry,Car,36.0,17.0,Artificial Light,0.0
Rainy,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Dry,Car,51.0,39.0,Daylight,0.0
Rainy,City Road,Afternoon,1.0,60.0,4.0,0.0,None,Dry,Car,51.0,30.0,Daylight,0.0
Snowy,Highway,Evening,1.0,100.0,4.0,0.0,Moderate,Icy,Truck,27.0,11.0,Artificial Light,1.0
Clear,Mountain Road,Evening,2.0,60.0,5.0,0.0,Low,Dry,Car,18.0,0.0,No Light,1.0
Clear,City Road,Afternoon,1.0,50.0,3.0,0.0,None,Dry,Car,49.0,27.0,Daylight,0.0
Clear,City Road,Night,2.0,50.0,4.0,0.0,Low,Dry,Car,19.0,4.0,Artificial Light,1.0
Clear,Highway,Afternoon,1.0,120.0,4.0,0.0,None,Wet,Truck,61.0,49.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,120.0,3.0,0.0,Low,Dry,Motorcycle,38.0,25.0,Daylight,1.0
Snowy,Mountain Road,Morning,1.0,60.0,2.0,0.0,Low,Icy,Car,48.0,25.0,Daylight,1.0
Clear,City Road,Afternoon,2.0,50.0,4.0,0.0,None,Dry,Car,56.0,40.0,Daylight,0.0
Foggy,City Road,Night,1.0,50.0,2.0,0.0,Low,Under Construction,Car,68.0,48.0,Artificial Light,1.0
Foggy,Highway,Afternoon,2.0,100.0,6.0,0.0,Moderate,Wet,Car,22.0,3.0,Daylight,1.0
Foggy,City Road,Morning,2.0,50.0,4.0,0.0,None,Under Construction,Car,37.0,23.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,50.0,4.0,0.0,None,Dry,Truck,56.0,39.0,Daylight,0.0
Clear,City Road,Morning,2.0,30.0,4.0,1.0,None,Dry,Car,71.0,57.0,Daylight,0.0
Foggy,Rural Road,Morning,0.0,60.0,2.0,1.0,None,Wet,Car,25.0,0.0,Daylight,0.0
Clear,Highway,Evening,1.0,100.0,4.0,0.0,Low,Dry,Bus,72.0,58.0,Daylight,1.0
Stormy,Highway,Morning,1.0,80.0,3.0,0.0,Low,Under Construction,Car,65.0,50.0,Daylight,1.0
Clear,City Road,Night,2.0,50.0,7.0,0.0,Low,Dry,Car,67.0,51.0,No Light,1.0
Clear,City Road,Morning,1.0,50.0,6.0,0.0,None,Under Construction,Car,31.0,3.0,Daylight,0.0
Rainy,City Road,Night,2.0,60.0,6.0,0.0,Moderate,Wet,Car,32.0,16.0,Artificial Light,1.0
Snowy,City Road,Evening,1.0,50.0,3.0,0.0,None,Wet,Car,47.0,32.0,Artificial Light,0.0
Rainy,Mountain Road,Evening,0.0,30.0,2.0,0.0,None,Dry,Car,56.0,44.0,Artificial Light,0.0
Foggy,Rural Road,Night,1.0,80.0,6.0,1.0,None,Dry,Truck,18.0,0.0,No Light,0.0
Foggy,City Road,Afternoon,0.0,50.0,2.0,0.0,None,Dry,Car,63.0,50.0,Daylight,0.0
Rainy,Rural Road,Afternoon,0.0,80.0,2.0,0.0,None,Wet,Car,60.0,43.0,Daylight,0.0
Rainy,City Road,Evening,2.0,50.0,5.0,0.0,None,Dry,Car,22.0,2.0,Daylight,0.0
Rainy,Mountain Road,Afternoon,0.0,50.0,2.0,0.0,None,Under Construction,Car,56.0,41.0,Daylight,0.0
Clear,Highway,Afternoon,2.0,120.0,8.0,0.0,None,Wet,Car,36.0,18.0,Daylight,0.0
Rainy,Rural Road,Evening,1.0,60.0,5.0,0.0,Low,Dry,Car,54.0,33.0,No Light,1.0
Rainy,City Road,Night,0.0,50.0,1.0,0.0,None,Wet,Car,37.0,17.0,No Light,0.0
Rainy,City Road,Morning,2.0,60.0,4.0,0.0,None,Dry,Car,53.0,31.0,Daylight,0.0
Rainy,Mountain Road,Evening,1.0,50.0,3.0,0.0,Low,Dry,Truck,18.0,0.0,No Light,1.0
Rainy,City Road,Morning,0.0,60.0,1.0,0.0,None,Wet,Car,50.0,35.0,Daylight,0.0
Clear,City Road,Evening,2.0,50.0,6.0,0.0,None,Dry,Truck,49.0,35.0,Artificial Light,0.0
Rainy,Highway,Morning,1.0,100.0,4.0,0.0,None,Wet,Motorcycle,59.0,39.0,Daylight,0.0
Rainy,Highway,Morning,2.0,80.0,8.0,0.0,None,Wet,Car,48.0,29.0,Daylight,0.0
Foggy,City Road,Afternoon,2.0,50.0,8.0,0.0,Moderate,Wet,Car,24.0,6.0,Daylight,1.0
Stormy,Mountain Road,Afternoon,0.0,30.0,4.0,0.0,None,Under Construction,Car,61.0,45.0,Daylight,0.0
Clear,Rural Road,Evening,2.0,60.0,5.0,0.0,None,Dry,Motorcycle,29.0,17.0,Artificial Light,0.0
Snowy,City Road,Afternoon,1.0,60.0,3.0,0.0,None,Icy,Car,62.0,39.0,Daylight,0.0
Clear,Highway,Morning,2.0,80.0,6.0,0.0,None,Dry,Car,48.0,35.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,120.0,6.0,0.0,None,Dry,Car,47.0,26.0,Daylight,0.0
Clear,City Road,Night,2.0,50.0,4.0,0.0,None,Dry,Car,33.0,18.0,Artificial Light,0.0
Clear,City Road,Afternoon,2.0,50.0,5.0,1.0,None,Dry,Truck,47.0,28.0,Daylight,0.0
Rainy,City Road,Evening,1.0,60.0,4.0,0.0,None,Wet,Car,39.0,21.0,Artificial Light,0.0
Clear,Rural Road,Evening,1.0,60.0,8.0,0.0,None,Under Construction,Car,59.0,43.0,No Light,0.0
Clear,Highway,Afternoon,2.0,120.0,8.0,0.0,None,Dry,Car,27.0,7.0,Daylight,0.0
Clear,Rural Road,Evening,2.0,60.0,7.0,0.0,Low,Dry,Car,30.0,14.0,No Light,1.0
Clear,City Road,Night,2.0,50.0,5.0,0.0,None,Dry,Car,26.0,9.0,Artificial Light,0.0
Snowy,Highway,Evening,1.0,120.0,4.0,0.0,Low,Wet,Car,68.0,49.0,Artificial Light,1.0
Rainy,Mountain Road,Evening,0.0,60.0,2.0,0.0,None,Under Construction,Bus,65.0,45.0,No Light,0.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Dry,Motorcycle,20.0,3.0,Daylight,0.0
Foggy,City Road,Afternoon,0.0,50.0,2.0,0.0,None,Dry,Motorcycle,69.0,52.0,Daylight,0.0
Rainy,City Road,Evening,2.0,30.0,5.0,0.0,None,Wet,Car,66.0,50.0,Artificial Light,0.0
Clear,Rural Road,Night,0.0,80.0,4.0,0.0,None,Dry,Car,27.0,8.0,Artificial Light,0.0
Stormy,Highway,Evening,2.0,100.0,6.0,0.0,None,Wet,Car,68.0,48.0,Artificial Light,0.0
Clear,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Dry,Truck,26.0,6.0,Daylight,0.0
Clear,Rural Road,Morning,2.0,80.0,4.0,0.0,Moderate,Dry,Car,59.0,35.0,Daylight,1.0
Foggy,City Road,Afternoon,0.0,50.0,2.0,1.0,None,Wet,Car,18.0,4.0,Daylight,0.0
Rainy,Highway,Night,1.0,100.0,4.0,0.0,None,Wet,Bus,62.0,42.0,Artificial Light,0.0
Foggy,Highway,Morning,2.0,100.0,5.0,0.0,None,Dry,Car,75.0,58.0,Daylight,0.0
Snowy,Rural Road,Morning,0.0,60.0,2.0,0.0,None,Wet,Car,23.0,3.0,Daylight,0.0
Clear,Highway,Morning,2.0,120.0,6.0,0.0,None,Dry,Bus,44.0,27.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,30.0,2.0,0.0,None,Dry,Truck,41.0,15.0,Daylight,0.0
Rainy,City Road,Morning,2.0,50.0,6.0,1.0,Moderate,Wet,Motorcycle,35.0,18.0,Daylight,1.0
Snowy,Mountain Road,Afternoon,0.0,60.0,2.0,0.0,None,Icy,Car,25.0,9.0,Daylight,0.0
Stormy,Highway,Afternoon,1.0,120.0,4.0,0.0,High,Wet,Car,64.0,50.0,Daylight,1.0
Clear,Rural Road,Evening,0.0,80.0,4.0,0.0,None,Under Construction,Car,54.0,35.0,No Light,0.0
Clear,Highway,Afternoon,1.0,80.0,4.0,0.0,None,Dry,Car,43.0,23.0,Daylight,0.0
Clear,Highway,Night,2.0,100.0,5.0,0.0,None,Wet,Motorcycle,54.0,36.0,Artificial Light,0.0
Clear,City Road,Afternoon,0.0,50.0,2.0,0.0,None,Dry,Car,26.0,11.0,Daylight,0.0
Rainy,Highway,Evening,2.0,100.0,6.0,0.0,Low,Dry,Car,54.0,40.0,Artificial Light,1.0
Clear,City Road,Morning,1.0,50.0,3.0,1.0,None,Under Construction,Truck,58.0,37.0,Daylight,0.0
Snowy,Highway,Morning,2.0,120.0,5.0,0.0,None,Icy,Truck,48.0,35.0,Daylight,0.0
Snowy,City Road,Evening,2.0,50.0,6.0,0.0,High,Icy,Motorcycle,34.0,21.0,Artificial Light,1.0
Clear,City Road,Night,2.0,60.0,5.0,1.0,None,Dry,Car,29.0,15.0,Artificial Light,0.0
Clear,Rural Road,Morning,1.0,50.0,4.0,0.0,Low,Dry,Motorcycle,42.0,19.0,Daylight,1.0
Clear,City Road,Morning,2.0,60.0,5.0,0.0,Low,Dry,Car,64.0,38.0,Daylight,1.0
Rainy,City Road,Afternoon,2.0,50.0,6.0,0.0,None,Wet,Car,18.0,0.0,Daylight,0.0
Snowy,Highway,Evening,2.0,120.0,6.0,0.0,Moderate,Icy,Truck,59.0,42.0,Artificial Light,1.0
Rainy,Mountain Road,Morning,2.0,50.0,5.0,0.0,Low,Wet,Car,55.0,33.0,Daylight,1.0
Rainy,Highway,Evening,2.0,120.0,6.0,0.0,None,Wet,Bus,27.0,11.0,Artificial Light,0.0
Rainy,Highway,Evening,2.0,120.0,6.0,0.0,None,Wet,Car,19.0,0.0,Daylight,0.0
Rainy,Highway,Morning,1.0,80.0,5.0,0.0,None,Wet,Car,71.0,55.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Wet,Truck,22.0,4.0,Daylight,0.0
Stormy,Rural Road,Afternoon,0.0,80.0,1.0,0.0,None,Under Construction,Car,68.0,50.0,Daylight,0.0
Clear,Highway,Evening,2.0,100.0,8.0,0.0,None,Dry,Car,74.0,58.0,Artificial Light,0.0
Clear,Rural Road,Night,1.0,50.0,3.0,0.0,None,Wet,Car,48.0,28.0,No Light,0.0
Rainy,Mountain Road,Morning,1.0,30.0,4.0,0.0,Low,Dry,Truck,27.0,15.0,Daylight,1.0
Clear,Highway,Afternoon,1.0,100.0,3.0,0.0,None,Wet,Car,25.0,2.0,Daylight,0.0
Snowy,City Road,Evening,2.0,30.0,6.0,0.0,Low,Icy,Car,55.0,42.0,Artificial Light,1.0
Clear,City Road,Afternoon,2.0,50.0,7.0,0.0,None,Dry,Car,25.0,8.0,Daylight,0.0
Snowy,Highway,Morning,2.0,100.0,5.0,0.0,None,Icy,Car,55.0,40.0,Daylight,0.0
Clear,City Road,Night,2.0,60.0,5.0,0.0,None,Dry,Truck,23.0,8.0,Artificial Light,0.0
Clear,City Road,Morning,1.0,30.0,3.0,0.0,None,Dry,Truck,55.0,33.0,Daylight,0.0
Rainy,City Road,Evening,2.0,50.0,6.0,0.0,Moderate,Wet,Car,44.0,29.0,Artificial Light,1.0
Rainy,Highway,Afternoon,1.0,80.0,5.0,0.0,None,Dry,Motorcycle,35.0,13.0,Daylight,0.0
Rainy,City Road,Morning,2.0,60.0,5.0,1.0,None,Wet,Car,32.0,14.0,Daylight,0.0
Snowy,Highway,Afternoon,0.0,120.0,2.0,0.0,None,Icy,Car,34.0,23.0,Daylight,0.0
Clear,City Road,Morning,2.0,50.0,6.0,0.0,None,Dry,Car,68.0,50.0,Daylight,0.0
Foggy,City Road,Evening,2.0,60.0,5.0,0.0,None,Dry,Car,70.0,50.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,50.0,6.0,0.0,None,Dry,Car,20.0,7.0,Artificial Light,0.0
Foggy,City Road,Morning,1.0,50.0,3.0,1.0,None,Dry,Car,57.0,47.0,Daylight,0.0
Clear,Highway,Afternoon,0.0,80.0,3.0,0.0,None,Dry,Car,34.0,21.0,Daylight,0.0
Snowy,Highway,Afternoon,1.0,100.0,5.0,0.0,None,Dry,Car,40.0,27.0,Daylight,0.0
Stormy,Rural Road,Night,0.0,50.0,1.0,0.0,None,Wet,Car,57.0,39.0,Artificial Light,0.0
Rainy,City Road,Afternoon,1.0,50.0,2.0,0.0,None,Wet,Car,22.0,4.0,Daylight,0.0
Foggy,Mountain Road,Evening,1.0,50.0,5.0,0.0,None,Dry,Car,36.0,20.0,No Light,0.0
Rainy,City Road,Morning,2.0,50.0,5.0,0.0,Low,Wet,Car,49.0,28.0,Daylight,1.0
Rainy,City Road,Evening,2.0,30.0,5.0,0.0,Low,Wet,Car,30.0,8.0,Daylight,1.0
Clear,City Road,Evening,2.0,60.0,5.0,0.0,None,Dry,Car,61.0,40.0,Artificial Light,0.0
Stormy,City Road,Night,1.0,30.0,3.0,0.0,None,Wet,Car,25.0,11.0,Artificial Light,0.0
Rainy,Mountain Road,Night,1.0,30.0,3.0,0.0,None,Dry,Bus,27.0,5.0,Artificial Light,0.0
Rainy,City Road,Evening,2.0,50.0,5.0,0.0,None,Dry,Car,64.0,45.0,Daylight,0.0
Rainy,City Road,Evening,2.0,50.0,5.0,0.0,None,Under Construction,Car,23.0,2.0,Artificial Light,0.0
Clear,City Road,Afternoon,1.0,60.0,4.0,0.0,None,Dry,Car,58.0,32.0,Daylight,0.0
Clear,City Road,Evening,2.0,60.0,6.0,0.0,None,Dry,Car,49.0,29.0,Daylight,0.0
Foggy,City Road,Night,2.0,30.0,4.0,0.0,None,Wet,Truck,39.0,23.0,No Light,0.0
Clear,City Road,Afternoon,2.0,30.0,5.0,0.0,None,Dry,Car,48.0,30.0,Daylight,0.0
Rainy,City Road,Afternoon,1.0,30.0,2.0,0.0,None,Wet,Motorcycle,22.0,9.0,Daylight,0.0
Clear,Highway,Afternoon,0.0,100.0,2.0,0.0,None,Dry,Car,35.0,16.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,60.0,6.0,0.0,None,Dry,Truck,66.0,44.0,Daylight,0.0
Snowy,City Road,Afternoon,1.0,50.0,3.0,0.0,None,Wet,Car,32.0,17.0,Daylight,0.0
Rainy,Highway,Evening,1.0,120.0,6.0,0.0,None,Dry,Car,66.0,53.0,Daylight,0.0
Foggy,Highway,Morning,2.0,80.0,8.0,1.0,Moderate,Dry,Motorcycle,46.0,34.0,Daylight,1.0
Rainy,Rural Road,Afternoon,1.0,80.0,3.0,0.0,None,Dry,Car,75.0,54.0,Daylight,0.0
Clear,Mountain Road,Morning,0.0,50.0,2.0,0.0,None,Dry,Car,39.0,21.0,Daylight,0.0
Stormy,Rural Road,Morning,0.0,60.0,2.0,0.0,None,Under Construction,Car,56.0,36.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,120.0,4.0,0.0,None,Dry,Car,42.0,30.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,60.0,4.0,0.0,None,Dry,Car,44.0,24.0,Daylight,0.0
Foggy,City Road,Evening,2.0,50.0,7.0,0.0,Low,Wet,Car,57.0,33.0,Artificial Light,1.0
Foggy,City Road,Afternoon,1.0,50.0,4.0,0.0,Low,Dry,Motorcycle,19.0,4.0,Daylight,1.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Dry,Car,22.0,15.0,Daylight,0.0
Rainy,Highway,Morning,2.0,100.0,5.0,0.0,Low,Wet,Car,30.0,13.0,Daylight,1.0
Rainy,City Road,Evening,2.0,60.0,5.0,0.0,None,Dry,Motorcycle,30.0,14.0,Artificial Light,0.0
Foggy,Highway,Evening,2.0,80.0,6.0,0.0,None,Wet,Car,67.0,51.0,Daylight,0.0
Clear,Highway,Evening,1.0,100.0,4.0,0.0,None,Under Construction,Car,75.0,58.0,Artificial Light,0.0
Snowy,City Road,Morning,1.0,50.0,3.0,0.0,None,Icy,Motorcycle,66.0,50.0,Daylight,0.0
Foggy,City Road,Morning,2.0,60.0,4.0,0.0,None,Dry,Truck,54.0,36.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,50.0,4.0,0.0,None,Dry,Car,47.0,28.0,Daylight,0.0
Clear,Highway,Evening,2.0,100.0,8.0,1.0,High,Wet,Car,67.0,48.0,Artificial Light,1.0
Snowy,Highway,Morning,2.0,80.0,5.0,0.0,None,Wet,Car,31.0,11.0,Daylight,0.0
Clear,Rural Road,Afternoon,1.0,60.0,4.0,0.0,None,Dry,Car,71.0,54.0,Daylight,0.0
Rainy,Highway,Afternoon,2.0,100.0,6.0,0.0,None,Wet,Car,43.0,22.0,Daylight,0.0
Clear,Rural Road,Morning,1.0,60.0,4.0,0.0,None,Dry,Car,40.0,27.0,Daylight,0.0
Stormy,City Road,Afternoon,2.0,50.0,7.0,0.0,None,Icy,Car,18.0,0.0,Daylight,0.0
Foggy,Rural Road,Afternoon,0.0,80.0,2.0,0.0,None,Wet,Truck,18.0,0.0,Daylight,0.0
Foggy,Mountain Road,Evening,2.0,30.0,6.0,0.0,Low,Wet,Car,39.0,14.0,Artificial Light,1.0
Stormy,City Road,Morning,1.0,60.0,2.0,0.0,None,Wet,Car,72.0,54.0,Daylight,0.0
Rainy,Mountain Road,Morning,1.0,50.0,3.0,0.0,None,Wet,Car,42.0,29.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,60.0,2.0,0.0,None,Under Construction,Truck,46.0,27.0,Daylight,0.0
Stormy,Highway,Morning,1.0,120.0,6.0,0.0,None,Wet,Truck,60.0,38.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,60.0,4.0,0.0,None,Dry,Car,36.0,22.0,Daylight,0.0
Rainy,Rural Road,Night,0.0,80.0,2.0,1.0,High,Wet,Truck,19.0,1.0,No Light,1.0
Clear,City Road,Morning,2.0,60.0,5.0,0.0,None,Dry,Motorcycle,24.0,8.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,60.0,4.0,0.0,None,Dry,Car,67.0,55.0,Artificial Light,0.0
Stormy,City Road,Evening,2.0,60.0,6.0,0.0,Moderate,Wet,Car,66.0,49.0,Artificial Light,1.0
Clear,City Road,Afternoon,1.0,60.0,4.0,0.0,None,Dry,Car,43.0,24.0,Daylight,0.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Wet,Motorcycle,38.0,18.0,Daylight,0.0
Rainy,City Road,Evening,2.0,60.0,5.0,0.0,Moderate,Wet,Car,51.0,40.0,Daylight,1.0
Clear,City Road,Morning,2.0,50.0,4.0,0.0,None,Dry,Truck,41.0,32.0,Daylight,0.0
Rainy,City Road,Night,0.0,60.0,2.0,0.0,None,Under Construction,Motorcycle,44.0,27.0,Artificial Light,0.0
Clear,Rural Road,Night,0.0,80.0,3.0,0.0,None,Dry,Car,66.0,42.0,No Light,0.0
Clear,City Road,Evening,1.0,50.0,4.0,1.0,None,Dry,Motorcycle,35.0,18.0,Daylight,0.0
Foggy,City Road,Morning,1.0,50.0,4.0,0.0,None,Wet,Bus,72.0,51.0,Daylight,0.0
Foggy,Rural Road,Afternoon,0.0,80.0,3.0,0.0,None,Wet,Car,59.0,35.0,Daylight,0.0
Clear,Mountain Road,Evening,1.0,30.0,4.0,0.0,None,Dry,Car,44.0,26.0,No Light,0.0
Stormy,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Wet,Truck,70.0,54.0,Daylight,0.0
Clear,City Road,Morning,2.0,30.0,5.0,1.0,Low,Dry,Truck,52.0,34.0,Daylight,1.0
Rainy,City Road,Evening,2.0,50.0,6.0,0.0,None,Dry,Car,64.0,47.0,Artificial Light,0.0
Clear,Highway,Morning,1.0,80.0,3.0,0.0,None,Dry,Car,71.0,49.0,Daylight,0.0
Rainy,Highway,Morning,2.0,120.0,8.0,0.0,None,Under Construction,Car,45.0,27.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,50.0,4.0,0.0,None,Dry,Car,53.0,34.0,Daylight,0.0
Clear,Highway,Evening,1.0,120.0,6.0,0.0,None,Under Construction,Truck,63.0,48.0,Artificial Light,0.0
Foggy,City Road,Evening,1.0,50.0,4.0,0.0,None,Under Construction,Car,69.0,46.0,Artificial Light,0.0
Foggy,Rural Road,Afternoon,0.0,60.0,3.0,0.0,None,Dry,Truck,62.0,47.0,Daylight,0.0
Clear,Highway,Evening,0.0,80.0,2.0,0.0,None,Dry,Truck,30.0,2.0,Artificial Light,0.0
Clear,Highway,Afternoon,1.0,80.0,5.0,0.0,None,Dry,Car,56.0,41.0,Daylight,0.0
Stormy,City Road,Evening,1.0,60.0,5.0,0.0,Low,Under Construction,Truck,26.0,1.0,Artificial Light,1.0
Stormy,City Road,Morning,2.0,50.0,5.0,0.0,None,Wet,Car,75.0,58.0,Daylight,0.0
Rainy,Mountain Road,Afternoon,0.0,50.0,3.0,0.0,None,Wet,Car,38.0,18.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,120.0,3.0,0.0,None,Dry,Car,26.0,9.0,Daylight,0.0
Foggy,Rural Road,Afternoon,0.0,50.0,2.0,0.0,None,Dry,Car,30.0,6.0,Daylight,0.0
Stormy,Highway,Afternoon,0.0,80.0,4.0,0.0,None,Wet,Car,47.0,35.0,Daylight,0.0
Clear,City Road,Evening,1.0,50.0,3.0,0.0,None,Wet,Car,31.0,12.0,Artificial Light,0.0
Clear,City Road,Morning,1.0,50.0,5.0,1.0,None,Dry,Car,48.0,24.0,Daylight,0.0
Rainy,Highway,Evening,1.0,100.0,4.0,0.0,None,Wet,Car,66.0,49.0,Artificial Light,0.0
Snowy,City Road,Evening,2.0,30.0,5.0,0.0,None,Icy,Car,58.0,41.0,Daylight,0.0
Rainy,City Road,Morning,2.0,60.0,7.0,0.0,None,Dry,Car,59.0,44.0,Daylight,0.0
Clear,City Road,Evening,1.0,60.0,3.0,0.0,None,Dry,Truck,18.0,7.0,Artificial Light,0.0
Rainy,Rural Road,Morning,1.0,60.0,3.0,0.0,None,Under Construction,Car,49.0,29.0,Daylight,0.0
Stormy,Highway,Night,0.0,120.0,2.0,0.0,None,Wet,Motorcycle,41.0,23.0,Artificial Light,0.0
Clear,City Road,Evening,1.0,50.0,5.0,0.0,None,Dry,Car,51.0,29.0,Artificial Light,0.0
Stormy,Highway,Afternoon,1.0,100.0,3.0,0.0,None,Wet,Car,34.0,17.0,Daylight,0.0
Clear,Rural Road,Evening,2.0,80.0,10.0,0.0,None,Dry,Motorcycle,52.0,38.0,Artificial Light,0.0
Stormy,City Road,Afternoon,0.0,60.0,2.0,0.0,None,Wet,Car,30.0,15.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,60.0,5.0,0.0,None,Under Construction,Truck,37.0,25.0,Daylight,0.0
Stormy,Highway,Morning,1.0,100.0,3.0,0.0,None,Wet,Car,67.0,51.0,Daylight,0.0
Foggy,Highway,Night,2.0,120.0,6.0,0.0,High,Wet,Car,49.0,33.0,No Light,1.0
Rainy,City Road,Afternoon,1.0,50.0,3.0,0.0,None,Under Construction,Truck,66.0,52.0,Daylight,0.0
Rainy,Highway,Afternoon,2.0,100.0,7.0,0.0,Moderate,Wet,Car,70.0,57.0,Daylight,1.0
Rainy,Mountain Road,Afternoon,1.0,30.0,2.0,0.0,Low,Wet,Car,47.0,32.0,Daylight,1.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Under Construction,Motorcycle,40.0,19.0,Daylight,0.0
Clear,City Road,Evening,1.0,50.0,3.0,0.0,None,Wet,Motorcycle,22.0,3.0,Artificial Light,0.0
Foggy,City Road,Afternoon,2.0,60.0,5.0,0.0,Low,Dry,Car,70.0,55.0,Daylight,1.0
Rainy,City Road,Night,2.0,50.0,4.0,0.0,None,Wet,Car,57.0,42.0,Artificial Light,0.0
Clear,City Road,Morning,0.0,60.0,2.0,0.0,None,Under Construction,Car,64.0,40.0,Daylight,0.0
Clear,City Road,Evening,1.0,50.0,5.0,0.0,Low,Dry,Truck,46.0,29.0,Artificial Light,1.0
Clear,Mountain Road,Evening,1.0,50.0,3.0,0.0,None,Wet,Truck,37.0,22.0,No Light,0.0
Rainy,City Road,Evening,2.0,60.0,7.0,0.0,Moderate,Wet,Car,72.0,53.0,Artificial Light,1.0
Rainy,City Road,Evening,2.0,50.0,5.0,0.0,None,Wet,Motorcycle,70.0,45.0,Artificial Light,0.0
Rainy,Highway,Morning,1.0,100.0,3.0,0.0,None,Wet,Truck,62.0,45.0,Daylight,0.0
Clear,Mountain Road,Morning,0.0,50.0,3.0,0.0,None,Dry,Car,73.0,58.0,Daylight,0.0
Clear,City Road,Evening,2.0,50.0,6.0,0.0,None,Dry,Car,63.0,44.0,Artificial Light,0.0
Clear,Highway,Morning,2.0,100.0,5.0,0.0,None,Wet,Motorcycle,59.0,44.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,50.0,3.0,0.0,None,Dry,Car,23.0,4.0,Daylight,0.0
Clear,Highway,Morning,2.0,80.0,5.0,0.0,None,Dry,Car,50.0,42.0,Daylight,0.0
Rainy,Highway,Afternoon,1.0,100.0,4.0,0.0,None,Dry,Car,60.0,40.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,100.0,5.0,0.0,None,Dry,Car,43.0,26.0,Daylight,0.0
Stormy,City Road,Night,2.0,50.0,7.0,0.0,Moderate,Wet,Truck,46.0,22.0,Artificial Light,1.0
Stormy,Highway,Afternoon,1.0,100.0,4.0,0.0,Moderate,Under Construction,Truck,68.0,51.0,Daylight,1.0
Clear,Rural Road,Night,1.0,50.0,4.0,0.0,Low,Dry,Car,67.0,52.0,Artificial Light,1.0
Foggy,Mountain Road,Morning,2.0,50.0,5.0,0.0,None,Wet,Truck,25.0,9.0,Daylight,0.0
Stormy,Highway,Night,1.0,100.0,6.0,0.0,Moderate,Icy,Car,34.0,22.0,Artificial Light,1.0
Clear,City Road,Evening,1.0,30.0,5.0,0.0,Low,Dry,Truck,24.0,5.0,Artificial Light,1.0
Clear,Highway,Morning,1.0,120.0,3.0,0.0,None,Dry,Truck,53.0,35.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,100.0,3.0,0.0,None,Dry,Car,45.0,28.0,Daylight,0.0
Rainy,Rural Road,Afternoon,1.0,50.0,3.0,0.0,None,Wet,Car,50.0,30.0,Daylight,0.0
Snowy,City Road,Morning,2.0,50.0,5.0,0.0,None,Icy,Car,37.0,18.0,Daylight,0.0
Rainy,City Road,Morning,1.0,60.0,3.0,0.0,Low,Wet,Car,44.0,29.0,Daylight,1.0
Clear,City Road,Afternoon,2.0,60.0,6.0,0.0,None,Dry,Car,74.0,58.0,Daylight,0.0
Snowy,City Road,Night,0.0,60.0,1.0,0.0,None,Icy,Motorcycle,46.0,29.0,Artificial Light,0.0
Clear,Highway,Evening,0.0,100.0,4.0,0.0,Low,Dry,Car,25.0,2.0,Artificial Light,1.0
Snowy,Highway,Morning,1.0,80.0,6.0,0.0,Low,Icy,Car,75.0,55.0,Daylight,1.0
Rainy,Rural Road,Afternoon,1.0,50.0,3.0,0.0,None,Wet,Motorcycle,27.0,8.0,Daylight,0.0
Clear,Mountain Road,Afternoon,0.0,30.0,1.0,0.0,None,Under Construction,Motorcycle,54.0,34.0,Daylight,0.0
Stormy,City Road,Night,0.0,60.0,1.0,0.0,None,Under Construction,Car,52.0,40.0,Artificial Light,0.0
Rainy,City Road,Evening,2.0,30.0,6.0,0.0,None,Wet,Car,75.0,51.0,Artificial Light,0.0
Rainy,Highway,Morning,2.0,120.0,5.0,0.0,None,Dry,Car,39.0,20.0,Daylight,0.0
Clear,Highway,Afternoon,2.0,100.0,6.0,0.0,High,Wet,Truck,52.0,38.0,Daylight,1.0
